660169.8435	84723.1603
660172.4258	84721.6984
660175.1889	84722.1351
660178.3673	84723.7008
660178.7908	84724.0584
660179.5685	84725.3929
660179.6136	84726.4955
660175.7647	84734.7826
660174.0327	84735.7544
660172.0209	84735.5730
660168.3235	84733.9298
660166.9386	84732.3381
660166.6097	84729.9862
660169.3897	84731.2835
660172.5654	84724.4667
660169.8435	84723.1603
660169.8435	84723.1603
